Entity,Code,Day,people_fully_vaccinated_per_hundred
Lower middle income,,2021-04-03,0.47
Lower middle income,,2021-04-04,0.48
Lower middle income,,2021-04-05,0.49
Lower middle income,,2021-04-06,0.5
Lower middle income,,2021-04-07,0.52
Lower middle income,,2021-04-08,0.53
Lower middle income,,2021-04-09,0.55
Lower middle income,,2021-04-10,0.57
Lower middle income,,2021-04-11,0.58
Lower middle income,,2021-04-12,0.61
Lower middle income,,2021-04-13,0.62
Lower middle income,,2021-04-14,0.64
Lower middle income,,2021-04-15,0.67
Lower middle income,,2021-04-16,0.69
Lower middle income,,2021-04-17,0.71
Lower middle income,,2021-04-18,0.74
Lower middle income,,2021-04-19,0.77
Lower middle income,,2021-04-20,0.79
Lower middle income,,2021-04-21,0.81
Lower middle income,,2021-04-22,0.86
Lower middle income,,2021-04-23,0.87
Lower middle income,,2021-04-24,0.88
Lower middle income,,2021-04-25,0.96
Lower middle income,,2021-04-26,1
Lower middle income,,2021-04-27,1.05
Lower middle income,,2021-04-28,1.09
Lower middle income,,2021-04-29,1.13
Lower middle income,,2021-04-30,1.17
Lower middle income,,2021-05-01,1.2
Lower middle income,,2021-05-02,1.21
Lower middle income,,2021-05-03,1.24
Lower middle income,,2021-05-04,1.29
Lower middle income,,2021-05-05,1.34
Lower middle income,,2021-05-06,1.39
Lower middle income,,2021-05-07,1.46
Lower middle income,,2021-05-08,1.5
Lower middle income,,2021-05-09,1.52
Lower middle income,,2021-05-10,1.58
Lower middle income,,2021-05-11,1.66
Lower middle income,,2021-05-12,1.7
Lower middle income,,2021-05-13,1.75
Lower middle income,,2021-05-14,1.77
Lower middle income,,2021-05-15,1.8
Lower middle income,,2021-05-16,1.81
Lower middle income,,2021-05-17,1.82
Lower middle income,,2021-05-18,1.84
Lower middle income,,2021-05-19,1.86
Lower middle income,,2021-05-20,1.88
Lower middle income,,2021-05-21,1.9
Lower middle income,,2021-05-22,1.92
Lower middle income,,2021-05-23,1.93
Lower middle income,,2021-05-24,1.96
Lower middle income,,2021-05-25,1.98
Lower middle income,,2021-05-26,1.99
Lower middle income,,2021-05-27,2.02
Lower middle income,,2021-05-28,2.03
Luxembourg,LUX,2021-01-25,0.2
Luxembourg,LUX,2021-01-26,0.2
Luxembourg,LUX,2021-01-27,0.21
Luxembourg,LUX,2021-01-28,0.24
Luxembourg,LUX,2021-01-31,0.27
Luxembourg,LUX,2021-02-01,0.3
Luxembourg,LUX,2021-02-02,0.37
Luxembourg,LUX,2021-02-03,0.45
Luxembourg,LUX,2021-02-04,0.51
Luxembourg,LUX,2021-02-07,0.59
Luxembourg,LUX,2021-02-08,0.65
Luxembourg,LUX,2021-02-09,0.71
Luxembourg,LUX,2021-02-10,0.78
Luxembourg,LUX,2021-02-11,0.84
Luxembourg,LUX,2021-02-14,0.9
Luxembourg,LUX,2021-02-15,0.95
Luxembourg,LUX,2021-02-16,1.01
Luxembourg,LUX,2021-02-17,1.04
Luxembourg,LUX,2021-02-18,1.13
Luxembourg,LUX,2021-02-21,1.23
Luxembourg,LUX,2021-02-22,1.32
Luxembourg,LUX,2021-02-23,1.42
Luxembourg,LUX,2021-02-24,1.51
Luxembourg,LUX,2021-02-25,1.59
Luxembourg,LUX,2021-02-28,1.71
Luxembourg,LUX,2021-03-01,1.83
Luxembourg,LUX,2021-03-02,1.91
Luxembourg,LUX,2021-03-03,2.03
Luxembourg,LUX,2021-03-04,2.15
Luxembourg,LUX,2021-03-07,2.26
Luxembourg,LUX,2021-03-08,2.28
Luxembourg,LUX,2021-03-09,2.31
Luxembourg,LUX,2021-03-10,2.36
Luxembourg,LUX,2021-03-11,2.45
Luxembourg,LUX,2021-03-14,2.49
Luxembourg,LUX,2021-03-15,2.53
Luxembourg,LUX,2021-03-16,2.63
Luxembourg,LUX,2021-03-17,2.71
Luxembourg,LUX,2021-03-18,2.79
Luxembourg,LUX,2021-03-21,2.86
Luxembourg,LUX,2021-03-22,2.9
Luxembourg,LUX,2021-03-23,2.99
Luxembourg,LUX,2021-03-24,3.08
Luxembourg,LUX,2021-03-25,3.17
Luxembourg,LUX,2021-03-28,3.37
Luxembourg,LUX,2021-03-30,3.46
Luxembourg,LUX,2021-03-31,3.6
Luxembourg,LUX,2021-04-01,3.75
Luxembourg,LUX,2021-04-05,4.04
Luxembourg,LUX,2021-04-06,4.22
Luxembourg,LUX,2021-04-07,4.54
Luxembourg,LUX,2021-04-08,4.93
Luxembourg,LUX,2021-04-11,5.47
Luxembourg,LUX,2021-04-12,5.61
Luxembourg,LUX,2021-04-13,6.04
Luxembourg,LUX,2021-04-14,6.45
Luxembourg,LUX,2021-04-15,6.87
Luxembourg,LUX,2021-04-18,7.34
Luxembourg,LUX,2021-04-19,7.39
Luxembourg,LUX,2021-04-20,7.41
Luxembourg,LUX,2021-04-21,7.49
Luxembourg,LUX,2021-04-22,7.57
Luxembourg,LUX,2021-04-25,7.7
Luxembourg,LUX,2021-04-26,7.77
Luxembourg,LUX,2021-04-27,7.86
Luxembourg,LUX,2021-04-28,7.99
Luxembourg,LUX,2021-04-29,8.14
Luxembourg,LUX,2021-05-02,8.32
Luxembourg,LUX,2021-05-03,8.72
Luxembourg,LUX,2021-05-04,9.16
Luxembourg,LUX,2021-05-05,9.56
Luxembourg,LUX,2021-05-06,9.89
Luxembourg,LUX,2021-05-09,10.57
Luxembourg,LUX,2021-05-10,11.03
Luxembourg,LUX,2021-05-11,11.56
Luxembourg,LUX,2021-05-13,12.49
Luxembourg,LUX,2021-05-16,13.63
Luxembourg,LUX,2021-05-17,13.84
Luxembourg,LUX,2021-05-18,14.04
Luxembourg,LUX,2021-05-19,14.5
Luxembourg,LUX,2021-05-20,14.95
Luxembourg,LUX,2021-05-25,16.22
Luxembourg,LUX,2021-05-27,16.81
Luxembourg,LUX,2021-05-28,17.45
Macao,MAC,2021-04-07,2.7
Macao,MAC,2021-04-08,2.91
Macao,MAC,2021-04-09,3.09
Macao,MAC,2021-04-10,3.32
Macao,MAC,2021-04-11,3.48
Macao,MAC,2021-04-12,3.62
Macao,MAC,2021-04-13,3.77
Macao,MAC,2021-04-14,3.89
Macao,MAC,2021-04-15,4.02
Macao,MAC,2021-04-16,4.17
Macao,MAC,2021-04-17,4.36
Macao,MAC,2021-04-18,4.5
Macao,MAC,2021-04-19,4.59
Macao,MAC,2021-04-20,4.68
Macao,MAC,2021-04-21,4.76
Macao,MAC,2021-04-22,4.83
Macao,MAC,2021-04-23,4.91
Macao,MAC,2021-04-24,4.98
Macao,MAC,2021-04-25,5.06
Macao,MAC,2021-04-26,5.16
Macao,MAC,2021-04-27,5.25
Macao,MAC,2021-04-28,5.36
Macao,MAC,2021-04-29,5.46
Macao,MAC,2021-04-30,5.55
Macao,MAC,2021-05-01,5.64
Macao,MAC,2021-05-02,5.73
Macao,MAC,2021-05-03,5.75
Macao,MAC,2021-05-04,5.8
Macao,MAC,2021-05-05,5.88
Macao,MAC,2021-05-06,5.98
Macao,MAC,2021-05-07,6.09
Macao,MAC,2021-05-08,6.24
Macao,MAC,2021-05-09,6.35
Macao,MAC,2021-05-10,6.47
Macao,MAC,2021-05-11,6.61
Macao,MAC,2021-05-12,6.75
Macao,MAC,2021-05-13,6.9
Macao,MAC,2021-05-14,7.07
Macao,MAC,2021-05-15,7.27
Macao,MAC,2021-05-16,7.43
Macao,MAC,2021-05-17,7.56
Macao,MAC,2021-05-18,7.72
Macao,MAC,2021-05-19,7.81
Macao,MAC,2021-05-20,7.95
Macao,MAC,2021-05-21,8.15
Macao,MAC,2021-05-22,8.38
Macao,MAC,2021-05-23,8.56
Macao,MAC,2021-05-24,8.71
Macao,MAC,2021-05-25,8.89
Macao,MAC,2021-05-26,9.06
Macao,MAC,2021-05-27,9.21
Macao,MAC,2021-05-28,9.43
Malaysia,MYS,2021-03-18,0
Malaysia,MYS,2021-03-19,0.01
Malaysia,MYS,2021-03-20,0.03
Malaysia,MYS,2021-03-21,0.05
Malaysia,MYS,2021-03-22,0.1
Malaysia,MYS,2021-03-23,0.16
Malaysia,MYS,2021-03-24,0.23
Malaysia,MYS,2021-03-25,0.29
Malaysia,MYS,2021-03-26,0.32
Malaysia,MYS,2021-03-27,0.36
Malaysia,MYS,2021-03-28,0.4
Malaysia,MYS,2021-03-29,0.49
Malaysia,MYS,2021-03-30,0.58
Malaysia,MYS,2021-03-31,0.67
Malaysia,MYS,2021-04-01,0.75
Malaysia,MYS,2021-04-02,0.82
Malaysia,MYS,2021-04-03,0.86
Malaysia,MYS,2021-04-04,0.89
Malaysia,MYS,2021-04-05,0.95
Malaysia,MYS,2021-04-06,1.01
Malaysia,MYS,2021-04-07,1.07
Malaysia,MYS,2021-04-08,1.12
Malaysia,MYS,2021-04-09,1.16
Malaysia,MYS,2021-04-10,1.19
Malaysia,MYS,2021-04-11,1.22
Malaysia,MYS,2021-04-12,1.27
Malaysia,MYS,2021-04-13,1.29
Malaysia,MYS,2021-04-14,1.31
Malaysia,MYS,2021-04-15,1.34
Malaysia,MYS,2021-04-16,1.35
Malaysia,MYS,2021-04-17,1.36
Malaysia,MYS,2021-04-18,1.37
Malaysia,MYS,2021-04-19,1.39
Malaysia,MYS,2021-04-20,1.43
Malaysia,MYS,2021-04-21,1.47
Malaysia,MYS,2021-04-22,1.51
Malaysia,MYS,2021-04-23,1.53
Malaysia,MYS,2021-04-24,1.54
Malaysia,MYS,2021-04-25,1.56
Malaysia,MYS,2021-04-26,1.59
Malaysia,MYS,2021-04-27,1.62
Malaysia,MYS,2021-04-28,1.66
Malaysia,MYS,2021-04-29,1.68
Malaysia,MYS,2021-05-01,1.7
Malaysia,MYS,2021-05-02,1.74
Malaysia,MYS,2021-05-03,1.81
Malaysia,MYS,2021-05-04,1.88
Malaysia,MYS,2021-05-05,1.95
Malaysia,MYS,2021-05-06,2.01
Malaysia,MYS,2021-05-07,2.05
Malaysia,MYS,2021-05-08,2.07
Malaysia,MYS,2021-05-09,2.09
Malaysia,MYS,2021-05-11,2.22
Malaysia,MYS,2021-05-12,2.25
Malaysia,MYS,2021-05-14,2.25
Malaysia,MYS,2021-05-15,2.25
Malaysia,MYS,2021-05-16,2.25
Malaysia,MYS,2021-05-17,2.34
Malaysia,MYS,2021-05-18,2.44
Malaysia,MYS,2021-05-19,2.75
Malaysia,MYS,2021-05-20,2.82
Malaysia,MYS,2021-05-21,2.88
Malaysia,MYS,2021-05-22,2.89
Malaysia,MYS,2021-05-23,2.91
Malaysia,MYS,2021-05-24,2.99
Malaysia,MYS,2021-05-25,3.09
Malaysia,MYS,2021-05-27,3.25
Malaysia,MYS,2021-05-28,3.33
Maldives,MDV,2021-04-03,0.32
Maldives,MDV,2021-04-04,0.69
Maldives,MDV,2021-04-05,1.06
Maldives,MDV,2021-04-06,1.47
Maldives,MDV,2021-04-07,1.96
Maldives,MDV,2021-04-08,2.77
Maldives,MDV,2021-04-09,2.8
Maldives,MDV,2021-04-10,2.83
Maldives,MDV,2021-04-12,4.69
Maldives,MDV,2021-04-14,5.36
Maldives,MDV,2021-04-15,6.39
Maldives,MDV,2021-04-16,6.53
Maldives,MDV,2021-04-17,7.44
Maldives,MDV,2021-04-18,8.48
Maldives,MDV,2021-04-19,9.5
Maldives,MDV,2021-04-20,10.51
Maldives,MDV,2021-04-21,11.58
Maldives,MDV,2021-04-22,12.91
Maldives,MDV,2021-04-23,13.13
Maldives,MDV,2021-04-24,14.23
Maldives,MDV,2021-04-25,15.32
Maldives,MDV,2021-04-26,16.4
Maldives,MDV,2021-04-27,17.13
Maldives,MDV,2021-04-28,18.01
Maldives,MDV,2021-04-29,18.75
Maldives,MDV,2021-05-01,18.98
Maldives,MDV,2021-05-02,20.07
Maldives,MDV,2021-05-03,21.13
Maldives,MDV,2021-05-04,22.11
Maldives,MDV,2021-05-05,22.86
Maldives,MDV,2021-05-06,23.46
Maldives,MDV,2021-05-07,23.71
Maldives,MDV,2021-05-08,24.21
Maldives,MDV,2021-05-09,24.79
Maldives,MDV,2021-05-10,25.2
Maldives,MDV,2021-05-11,25.69
Maldives,MDV,2021-05-12,25.91
Maldives,MDV,2021-05-13,26.02
Maldives,MDV,2021-05-14,26.13
Maldives,MDV,2021-05-15,26.44
Maldives,MDV,2021-05-16,26.89
Maldives,MDV,2021-05-17,27.32
Maldives,MDV,2021-05-18,27.65
Maldives,MDV,2021-05-19,27.95
Maldives,MDV,2021-05-21,28.48
Maldives,MDV,2021-05-22,28.86
Maldives,MDV,2021-05-23,29.24
Maldives,MDV,2021-05-24,29.51
Maldives,MDV,2021-05-25,29.87
Maldives,MDV,2021-05-26,30.05
Maldives,MDV,2021-05-27,30.3
Mali,MLI,2021-05-14,0.06
Mali,MLI,2021-05-21,0.07
Mali,MLI,2021-05-26,0.13
Malta,MLT,2021-01-25,0.33
Malta,MLT,2021-01-26,0.38
Malta,MLT,2021-01-27,0.47
Malta,MLT,2021-01-28,0.57
Malta,MLT,2021-01-29,0.67
Malta,MLT,2021-01-30,0.78
Malta,MLT,2021-01-31,0.89
Malta,MLT,2021-02-01,1.01
Malta,MLT,2021-02-02,1.11
Malta,MLT,2021-02-03,1.23
Malta,MLT,2021-02-04,1.46
Malta,MLT,2021-02-05,1.72
Malta,MLT,2021-02-06,1.98
Malta,MLT,2021-02-07,2.25
Malta,MLT,2021-02-08,2.5
Malta,MLT,2021-02-09,2.75
Malta,MLT,2021-02-10,2.93
Malta,MLT,2021-02-11,3.13
Malta,MLT,2021-02-12,3.34
Malta,MLT,2021-02-13,3.53
Malta,MLT,2021-02-14,3.68
Malta,MLT,2021-02-15,3.87
Malta,MLT,2021-02-16,4.04
Malta,MLT,2021-02-17,4.2
Malta,MLT,2021-02-18,4.35
Malta,MLT,2021-02-19,4.49
Malta,MLT,2021-02-20,4.57
Malta,MLT,2021-02-21,4.65
Malta,MLT,2021-02-22,4.79
Malta,MLT,2021-02-23,4.93
Malta,MLT,2021-02-24,5.1
Malta,MLT,2021-02-25,5.3
Malta,MLT,2021-02-26,5.69
Malta,MLT,2021-02-27,6.07
Malta,MLT,2021-02-28,6.35
Malta,MLT,2021-03-01,6.57
Malta,MLT,2021-03-02,6.74
Malta,MLT,2021-03-03,6.87
Malta,MLT,2021-03-04,7.03
Malta,MLT,2021-03-05,7.18
Malta,MLT,2021-03-06,7.34
Malta,MLT,2021-03-07,7.44
Malta,MLT,2021-03-08,7.74
Malta,MLT,2021-03-09,7.95
Malta,MLT,2021-03-10,8.21
Malta,MLT,2021-03-11,8.42
Malta,MLT,2021-03-12,8.68
Malta,MLT,2021-03-13,8.86
Malta,MLT,2021-03-14,8.99
Malta,MLT,2021-03-15,9.21
Malta,MLT,2021-03-16,9.25
Malta,MLT,2021-03-17,9.43
Malta,MLT,2021-03-18,9.64
Malta,MLT,2021-03-19,9.8
Malta,MLT,2021-03-20,9.95
Malta,MLT,2021-03-21,10.07
Malta,MLT,2021-03-22,10.26
Malta,MLT,2021-03-23,10.45
Malta,MLT,2021-03-24,10.66
Malta,MLT,2021-03-25,11.08
Malta,MLT,2021-03-26,11.34
Malta,MLT,2021-03-27,11.45
Malta,MLT,2021-03-28,11.6
Malta,MLT,2021-03-29,11.85
Malta,MLT,2021-03-30,12.13
Malta,MLT,2021-03-31,12.36
Malta,MLT,2021-04-01,12.59
Malta,MLT,2021-04-02,12.94
Malta,MLT,2021-04-03,13.14
Malta,MLT,2021-04-04,13.37
Malta,MLT,2021-04-05,13.61
Malta,MLT,2021-04-06,13.84
Malta,MLT,2021-04-07,14.29
Malta,MLT,2021-04-08,14.77
Malta,MLT,2021-04-09,15.29
Malta,MLT,2021-04-10,15.7
Malta,MLT,2021-04-11,16.19
Malta,MLT,2021-04-12,16.77
Malta,MLT,2021-04-13,17.35
Malta,MLT,2021-04-14,17.7
Malta,MLT,2021-04-15,18.27
Malta,MLT,2021-04-16,18.68
Malta,MLT,2021-04-17,19.06
Malta,MLT,2021-04-18,19.24
Malta,MLT,2021-04-19,19.88
Malta,MLT,2021-04-20,20.42
Malta,MLT,2021-04-21,21.23
Malta,MLT,2021-04-22,21.89
Malta,MLT,2021-04-23,22.35
Malta,MLT,2021-04-24,22.55
Malta,MLT,2021-04-25,22.8
Malta,MLT,2021-04-26,23.22
Malta,MLT,2021-04-27,23.53
Malta,MLT,2021-04-28,23.66
Malta,MLT,2021-04-29,23.92
Malta,MLT,2021-04-30,24.24
Malta,MLT,2021-05-01,24.51
Malta,MLT,2021-05-02,24.62
Malta,MLT,2021-05-03,24.9
Malta,MLT,2021-05-04,25.21
Malta,MLT,2021-05-05,25.53
Malta,MLT,2021-05-06,26.12
Malta,MLT,2021-05-07,26.77
Malta,MLT,2021-05-08,27.05
Malta,MLT,2021-05-09,27.45
Malta,MLT,2021-05-10,28.05
Malta,MLT,2021-05-11,28.82
Malta,MLT,2021-05-12,29.56
Malta,MLT,2021-05-13,30.2
Malta,MLT,2021-05-14,31.02
Malta,MLT,2021-05-15,31.97
Malta,MLT,2021-05-16,32.5
Malta,MLT,2021-05-17,33.44
Malta,MLT,2021-05-18,34.56
Malta,MLT,2021-05-19,35.89
Malta,MLT,2021-05-20,37.17
Malta,MLT,2021-05-21,38.32
Malta,MLT,2021-05-22,39.69
Malta,MLT,2021-05-23,40.82
Malta,MLT,2021-05-24,41.57
Malta,MLT,2021-05-25,42.82
Malta,MLT,2021-05-26,44.36
Malta,MLT,2021-05-27,45.34
Mauritania,MRT,2021-05-21,0.13
Mauritania,MRT,2021-05-23,0.13
Mauritius,MUS,2021-05-12,0.67
Mexico,MEX,2021-01-15,0
Mexico,MEX,2021-01-16,0
Mexico,MEX,2021-01-17,0
Mexico,MEX,2021-01-18,0.01
Mexico,MEX,2021-01-19,0.01
Mexico,MEX,2021-01-20,0.01
Mexico,MEX,2021-01-21,0.01
Mexico,MEX,2021-01-22,0.02
Mexico,MEX,2021-01-23,0.02
Mexico,MEX,2021-01-24,0.02
Mexico,MEX,2021-01-25,0.02
Mexico,MEX,2021-01-26,0.02
Mexico,MEX,2021-01-27,0.02
Mexico,MEX,2021-01-28,0.02
Mexico,MEX,2021-01-29,0.02
Mexico,MEX,2021-01-30,0.03
Mexico,MEX,2021-01-31,0.03
Mexico,MEX,2021-02-01,0.03
Mexico,MEX,2021-02-02,0.04
Mexico,MEX,2021-02-03,0.04
Mexico,MEX,2021-02-04,0.05
Mexico,MEX,2021-02-05,0.05
Mexico,MEX,2021-02-06,0.06
Mexico,MEX,2021-02-07,0.06
Mexico,MEX,2021-02-08,0.06
Mexico,MEX,2021-02-10,0.07
Mexico,MEX,2021-02-11,0.07
Mexico,MEX,2021-02-12,0.07
Mexico,MEX,2021-02-13,0.07
Mexico,MEX,2021-02-15,0.07
Mexico,MEX,2021-02-16,0.07
Mexico,MEX,2021-02-17,0.08
Mexico,MEX,2021-02-19,0.32
Mexico,MEX,2021-02-20,0.35
Mexico,MEX,2021-02-21,0.35
Mexico,MEX,2021-02-22,0.35
Mexico,MEX,2021-02-23,0.36
Mexico,MEX,2021-02-24,0.37
Mexico,MEX,2021-02-25,0.41
Mexico,MEX,2021-02-26,0.44
Mexico,MEX,2021-02-27,0.44
Mexico,MEX,2021-02-28,0.44
Mexico,MEX,2021-03-01,0.44
Mexico,MEX,2021-03-02,0.44
Mexico,MEX,2021-03-03,0.46
Mexico,MEX,2021-03-05,0.47
Mexico,MEX,2021-03-06,0.47
Mexico,MEX,2021-03-08,0.47
Mexico,MEX,2021-03-09,0.47
Mexico,MEX,2021-03-10,0.47
Mexico,MEX,2021-03-12,0.47
Mexico,MEX,2021-03-13,0.47
Mexico,MEX,2021-03-14,0.47
Mexico,MEX,2021-03-15,0.47
Mexico,MEX,2021-03-17,0.49
Mexico,MEX,2021-03-18,0.5
Mexico,MEX,2021-03-20,0.54
Mexico,MEX,2021-03-21,0.56
Mexico,MEX,2021-03-22,0.57
Mexico,MEX,2021-03-24,0.6
Mexico,MEX,2021-03-25,0.61
Mexico,MEX,2021-03-26,0.63
Mexico,MEX,2021-03-27,0.64
Mexico,MEX,2021-03-29,0.66
Mexico,MEX,2021-03-31,0.73
Mexico,MEX,2021-04-02,0.82
Mexico,MEX,2021-04-03,0.84
Mexico,MEX,2021-04-04,0.86
Mexico,MEX,2021-04-05,0.91
Mexico,MEX,2021-04-06,1.01
Mexico,MEX,2021-04-07,1.14
Mexico,MEX,2021-04-08,1.29
Mexico,MEX,2021-04-09,1.44
Mexico,MEX,2021-04-10,1.53
Mexico,MEX,2021-04-11,1.61
Mexico,MEX,2021-04-12,1.72
Mexico,MEX,2021-04-13,2.04
Mexico,MEX,2021-04-14,2.29
Mexico,MEX,2021-04-15,2.55
Mexico,MEX,2021-04-16,2.86
Mexico,MEX,2021-04-17,2.98
Mexico,MEX,2021-04-18,3.05
Mexico,MEX,2021-04-19,3.19
Mexico,MEX,2021-04-20,3.5
Mexico,MEX,2021-04-21,3.86
Mexico,MEX,2021-04-22,4.15
Mexico,MEX,2021-04-23,4.38
Mexico,MEX,2021-04-24,4.52
Mexico,MEX,2021-04-25,4.59
Mexico,MEX,2021-04-26,4.73
Mexico,MEX,2021-04-28,5.24
Mexico,MEX,2021-04-29,5.51
Mexico,MEX,2021-04-30,5.77
Mexico,MEX,2021-05-01,5.93
Mexico,MEX,2021-05-02,6.04
Mexico,MEX,2021-05-04,6.53
Mexico,MEX,2021-05-05,6.82
Mexico,MEX,2021-05-06,7.05
Mexico,MEX,2021-05-07,7.23
Mexico,MEX,2021-05-08,7.32
Mexico,MEX,2021-05-09,7.36
Mexico,MEX,2021-05-11,7.37
Mexico,MEX,2021-05-12,7.65
Mexico,MEX,2021-05-13,7.84
Mexico,MEX,2021-05-16,8.22
Mexico,MEX,2021-05-17,8.26
Mexico,MEX,2021-05-18,8.63
Mexico,MEX,2021-05-19,8.83
Mexico,MEX,2021-05-20,8.99
Mexico,MEX,2021-05-21,9.09
Mexico,MEX,2021-05-22,9.14
Mexico,MEX,2021-05-23,9.15
Mexico,MEX,2021-05-24,9.18
Mexico,MEX,2021-05-25,9.24
Mexico,MEX,2021-05-27,9.47
Moldova,MDA,2021-04-15,0.2
Moldova,MDA,2021-04-16,0.23
Moldova,MDA,2021-04-18,0.24
Moldova,MDA,2021-04-19,0.25
Moldova,MDA,2021-04-20,0.27
Moldova,MDA,2021-04-22,0.28
Moldova,MDA,2021-04-23,0.28
Moldova,MDA,2021-04-26,0.29
Moldova,MDA,2021-04-27,0.32
Moldova,MDA,2021-04-28,0.37
Moldova,MDA,2021-04-29,0.41
Moldova,MDA,2021-04-30,0.42
Moldova,MDA,2021-05-04,0.45
Moldova,MDA,2021-05-05,0.5
Moldova,MDA,2021-05-06,0.54
Moldova,MDA,2021-05-07,0.58
Moldova,MDA,2021-05-08,0.58
Moldova,MDA,2021-05-10,0.58
Moldova,MDA,2021-05-11,0.63
Moldova,MDA,2021-05-12,0.67
Moldova,MDA,2021-05-13,0.73
Moldova,MDA,2021-05-14,0.78
Moldova,MDA,2021-05-15,0.79
Moldova,MDA,2021-05-17,0.82
Moldova,MDA,2021-05-18,0.85
Moldova,MDA,2021-05-19,0.88
Moldova,MDA,2021-05-20,0.91
Moldova,MDA,2021-05-21,0.94
Moldova,MDA,2021-05-22,0.96
Moldova,MDA,2021-05-23,0.96
Moldova,MDA,2021-05-24,1
Moldova,MDA,2021-05-25,1.26
Moldova,MDA,2021-05-27,1.5
Moldova,MDA,2021-05-28,1.74
Monaco,MCO,2021-03-04,18.25
Monaco,MCO,2021-03-19,21.23
Monaco,MCO,2021-04-02,22.41
Monaco,MCO,2021-04-15,27.67
Monaco,MCO,2021-04-22,29.64
Monaco,MCO,2021-04-29,30.11
Monaco,MCO,2021-05-06,30.59
Monaco,MCO,2021-05-18,33.06
Monaco,MCO,2021-05-27,34.47
Mongolia,MNG,2021-04-22,0.66
Mongolia,MNG,2021-04-27,8.01
Mongolia,MNG,2021-04-28,9.1
Mongolia,MNG,2021-04-29,9.98
Mongolia,MNG,2021-04-30,11.07
Mongolia,MNG,2021-05-01,12.48
Mongolia,MNG,2021-05-02,13.76
Mongolia,MNG,2021-05-03,15.09
Mongolia,MNG,2021-05-04,16.25
Mongolia,MNG,2021-05-05,16.7
Mongolia,MNG,2021-05-06,17.99
Mongolia,MNG,2021-05-07,18.61
Mongolia,MNG,2021-05-08,18.85
Mongolia,MNG,2021-05-09,19
Mongolia,MNG,2021-05-10,19.16
Mongolia,MNG,2021-05-11,19.27
Mongolia,MNG,2021-05-12,19.36
Mongolia,MNG,2021-05-13,19.44
Mongolia,MNG,2021-05-14,19.51
Mongolia,MNG,2021-05-15,19.55
Mongolia,MNG,2021-05-16,19.63
Mongolia,MNG,2021-05-17,19.88
Mongolia,MNG,2021-05-18,20.32
Mongolia,MNG,2021-05-19,20.9
Mongolia,MNG,2021-05-20,21.48
Mongolia,MNG,2021-05-21,22.31
Mongolia,MNG,2021-05-22,22.97
Mongolia,MNG,2021-05-23,23.61
Mongolia,MNG,2021-05-24,25.24
Mongolia,MNG,2021-05-25,27.11
Mongolia,MNG,2021-05-26,28.8
Mongolia,MNG,2021-05-27,31.28
Mongolia,MNG,2021-05-28,33.77
Montenegro,MNE,2021-03-19,0.05
Montenegro,MNE,2021-03-20,0.07
Montenegro,MNE,2021-03-23,0.09
Montenegro,MNE,2021-03-24,0.14
Montenegro,MNE,2021-03-25,0.17
Montenegro,MNE,2021-03-26,0.21
Montenegro,MNE,2021-03-27,0.25
Montenegro,MNE,2021-03-28,0.33
Montenegro,MNE,2021-03-29,0.38
Montenegro,MNE,2021-03-30,0.39
Montenegro,MNE,2021-03-31,0.52
Montenegro,MNE,2021-04-01,0.54
Montenegro,MNE,2021-04-02,0.61
Montenegro,MNE,2021-04-03,0.64
Montenegro,MNE,2021-04-04,0.67
Montenegro,MNE,2021-04-05,0.71
Montenegro,MNE,2021-04-06,0.75
Montenegro,MNE,2021-04-07,0.82
Montenegro,MNE,2021-04-08,0.86
Montenegro,MNE,2021-04-09,0.9
Montenegro,MNE,2021-04-10,0.97
Montenegro,MNE,2021-04-11,1.08
Montenegro,MNE,2021-04-12,1.08
Montenegro,MNE,2021-04-13,1.36
Montenegro,MNE,2021-04-14,1.63
Montenegro,MNE,2021-04-15,1.93
Montenegro,MNE,2021-04-16,2.12
Montenegro,MNE,2021-04-17,2.31
Montenegro,MNE,2021-04-18,2.59
Montenegro,MNE,2021-04-19,2.72
Montenegro,MNE,2021-04-20,2.83
Montenegro,MNE,2021-04-21,2.95
Montenegro,MNE,2021-04-22,3.03
Montenegro,MNE,2021-04-23,3.1
Montenegro,MNE,2021-04-24,3.17
Montenegro,MNE,2021-04-25,3.23
Montenegro,MNE,2021-04-26,3.24
Montenegro,MNE,2021-04-27,3.25
Montenegro,MNE,2021-04-28,3.26
Montenegro,MNE,2021-04-29,3.3
Montenegro,MNE,2021-04-30,3.44
Montenegro,MNE,2021-05-01,3.64
Montenegro,MNE,2021-05-03,3.75
Montenegro,MNE,2021-05-04,3.93
Montenegro,MNE,2021-05-05,4.42
Montenegro,MNE,2021-05-06,4.6
Montenegro,MNE,2021-05-08,4.78
Montenegro,MNE,2021-05-09,4.9
Montenegro,MNE,2021-05-10,4.95
Montenegro,MNE,2021-05-11,5.07
Montenegro,MNE,2021-05-12,5.14
Montenegro,MNE,2021-05-13,5.22
Montenegro,MNE,2021-05-14,5.27
Montenegro,MNE,2021-05-15,5.34
Montenegro,MNE,2021-05-16,5.38
Montenegro,MNE,2021-05-17,5.4
Montenegro,MNE,2021-05-18,5.47
Montenegro,MNE,2021-05-19,5.53
Montenegro,MNE,2021-05-20,5.58
Montenegro,MNE,2021-05-21,5.62
Montenegro,MNE,2021-05-23,5.69
Montenegro,MNE,2021-05-24,5.7
Montenegro,MNE,2021-05-25,5.77
